Amount,TransactionSpeed,MCC_5261,MCC_5411,MCC_5812,MCC_5942,MCC_5968,MCC_7299,Fraud
-1.7050414898800481,0.3892620638116898,0.0,1.0,0.0,0.0,0.0,0.0,0
0.4277273700441981,1.0005323694143162,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.12119076392557473,0.9455337557996839,1.0,0.0,0.0,0.0,0.0,0.0,0
0.39979627102129184,-1.1538418953188478,0.0,0.0,0.0,0.0,1.0,0.0,0
0.3121393466340043,-0.7112340048010936,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.4878394003639181,1.2896679381312397,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.6515857721715136,1.0838159843164734,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.4674464336918075,1.4253311850473327,0.0,0.0,0.0,0.0,1.0,0.0,0
0.9370724366280957,4.627298090059205,0.0,0.0,0.0,0.0,1.0,0.0,1
0.5166844080733463,-1.5142137635747237,0.0,0.0,1.0,0.0,0.0,0.0,0
0.5295958623454422,-0.1025826807991639,1.0,0.0,0.0,0.0,0.0,0.0,0
0.542623924708524,1.2241933981138204,0.0,0.0,0.0,0.0,1.0,0.0,0
0.4814399029223724,-1.2989334759974491,1.0,0.0,0.0,0.0,0.0,0.0,0
0.24299205067520882,-0.12824870048599235,1.0,0.0,0.0,0.0,0.0,0.0,0
-2.515552688745389,-0.5362860338745493,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.0346544941242306,1.1807183035422542,0.0,0.0,0.0,1.0,0.0,0.0,0
0.5155960029154242,1.2058605269089429,0.0,0.0,0.0,0.0,1.0,0.0,0
0.17948036127999195,-0.12248694096445949,0.0,0.0,0.0,0.0,0.0,1.0,0
-2.144340404155963,0.07969843860933123,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.43786366235181623,-1.2067453236529229,0.0,0.0,0.0,1.0,0.0,0.0,0
0.5120339318234863,-0.9726083685506313,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.4206058529630611,-1.0040361477589925,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6274280826256382,0.860154955616969,0.0,0.0,0.0,0.0,1.0,0.0,0
0.5982992936528368,1.3959985911195287,1.0,0.0,0.0,0.0,0.0,0.0,0
0.3623158941571987,-0.7782799337789309,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.16113794540695167,-0.9825604986332791,0.0,0.0,1.0,0.0,0.0,0.0,0
0.11842316802155434,-0.9527041083853359,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.305801845925156,-0.42000325080361267,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.4194855949075366,-0.5540951087592874,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.8339196535722249,0.29026455930535183,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.3006308725957094,-1.2952669017564737,0.0,0.0,1.0,0.0,0.0,0.0,0
0.3633951004426037,-1.0757962436180841,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.2401927380938528,-1.4152162590683859,1.0,0.0,0.0,0.0,0.0,0.0,0
0.4115853303718232,-0.5347146449141311,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.251755648974599,-1.0056075367194108,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.2944159537605418,0.9392481999580118,0.0,0.0,1.0,0.0,0.0,0.0,0
0.4570516936411757,1.3954747947993893,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.002877897697501832,0.4390227142249282,0.0,1.0,0.0,0.0,0.0,0.0,0
0.4070094991033241,-0.5441429786766395,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.3643371073335209,-1.1297472645924376,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5748559153632161,-0.43257436248695713,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.22890864890800677,1.4358071114501194,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.015076739883850528,0.158791682950374,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.19977098955921724,1.3792371088750692,0.0,0.0,0.0,0.0,1.0,0.0,0
0.31343602457337444,-0.03553675182132667,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.518385271782881,-0.11567758880264775,0.0,0.0,0.0,0.0,0.0,1.0,0
0.33451371295287535,1.0235794075004478,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.2964842276747137,-1.4414060750753535,0.0,1.0,0.0,0.0,0.0,0.0,0
0.23194470337438877,-1.2659343078286698,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6141117369094634,-1.4204542222697791,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.20728696334846491,0.41335669453810014,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.5035679568346316,1.0073417215761278,0.0,0.0,0.0,1.0,0.0,0.0,0
-2.9649137703778807,-0.36133806294800497,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.6976894778020886,1.4955198919460058,0.0,0.0,0.0,1.0,0.0,0.0,0
0.17132499317273492,-0.31524398677574184,0.0,0.0,0.0,0.0,0.0,1.0,0
0.5359703871014837,-0.30529185669309405,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.6312202947269112,-0.8893247536484742,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.44035498334964396,-1.1355090241139705,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.498610908119035,-1.3649318123350078,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.5458734436082329,-0.4414788999293262,0.0,0.0,0.0,0.0,1.0,0.0,0
0.06436569078277939,-1.4089307032267135,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.443016656111975,-0.7908510454622755,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.27246511857868805,0.34002520971859024,0.0,0.0,0.0,0.0,0.0,1.0,0
0.06438289843746543,0.19283844375943193,0.0,0.0,0.0,0.0,0.0,1.0,0
